Date,Total Balance,Cash Balance,Account Balance,Amount,Payment Method,Shop/Person,Location,Description,Category,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Start Date,End Date,Hours,Net Pay,Payslip,Unnamed: 19,Start Date.1,End Date.1,Rent,Paid/ Unpaid
19-Jan-2026,2204.61,1320,884.61,-2.58,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
19-Jan-2026,2198.03,1320,878.03,-6.58,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
19-Jan-2026,2185.39,1320,865.39,-12.64,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
19-Jan-2026,2168.82,1320,848.82,-16.57,Card,Chemist Warehouse,Chemist Warehouse Cornmarket,"Deodrent, shampoo, body wash",Personal,,,,,,,,,,,,,,
20-Jan-2026,2166.24,1320,846.24,-2.58,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
20-Jan-2026,2160.24,1320,840.24,-6.0,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
20-Jan-2026,2150.01,1320,830.01,-10.23,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
21-Jan-2026,2147.43,1320,827.43,-2.58,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
21-Jan-2026,2138.38,1320,818.38,-9.05,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
21-Jan-2026,2134.0,1320,814.0,-4.38,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
22-Jan-2026,2123.45,1320,803.45,-10.55,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
22-Jan-2026,2120.48,1320,800.48,-2.97,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
23-Jan-2026,2020.48,1320,700.48,-100.0,Bank Transfer,Trading212,,€100 into brokerage account,Investing,,,,,,,,,,,,,,
23-Jan-2026,2018.54,1320,698.54,-1.94,Card,Mr Price,Mr Price,Monster,Food,,,,,,,,,,,,,,
23-Jan-2026,2005.45,1320,685.45,-13.09,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
23-Jan-2026,2002.87,1320,682.87,-2.58,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
24-Jan-2026,1993.39,1320,673.39,-9.48,Card,Lidl,Lidl Kanturk,Food for home,Food,,,,,,,,,,,,,,
24-Jan-2026,1887.85,1320,567.85,-105.54,Card,Spar,Aspel's Spar,Petrol,Petrol,,,,,,,,,,,,,,
25-Jan-2026,1877.0,1320,557.0,-10.85,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
25-Jan-2026,1874.0,1320,554.0,-3.0,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
25-Jan-2026,1854.7,1320,534.7,-19.3,Card,Eskimo's,Eskimo Pizza (North),Pizza + 2 dips,Food,,,,,,,,,,,,,,
23-Jan-2026,2166.32,1320,846.32,311.62,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
24-Jan-2026,2266.32,1420,846.32,100.0,Cash,Mumsie,,Working at home,Mumsie,,,,,,,,,,,,,,
26-Jan-2026,2264.38,1420,844.38,-1.94,Card,Mr Price,Mr Price,monster,Food,,,,,,,,,,,,,,
26-Jan-2026,2253.87,1420,833.87,-10.51,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
27-Jan-2026,2232.75,1420,812.75,-21.12,Card,TC2000,,1 month subscription,Trading,,,,,,,,,,,,,,
27-Jan-2026,2160.85,1420,740.85,-71.9,Card,The Perfume Shop,The Perfume Shop,2 prada l'homme,Personal,,,,,,,,,,,,,,
27-Jan-2026,2160.43,1420,740.43,-0.42,Card,TC2000,,Convertion Fee,Trading,,,,,,,,,,,,,,
27-Jan-2026,2157.48,1420,737.48,-2.95,Card,Daybreak,Daybreak,Monster,Food,,,,,,,,,,,,,,
27-Jan-2026,2154.53,1420,734.53,-2.95,Card,Dinos,Dinos Blackpool,Food,Food,,,,,,,,,,,,,,
27-Jan-2026,2152.08,1420,732.08,-2.45,Card,Lidl,Lidl Cork Cornmarket,Cookies,Food,,,,,,,,,,,,,,
28-Jan-2026,2139.6,1420,719.6,-12.48,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
27-Jan-2026,2139.36,1420,719.36,-0.24,Bank Transfer,BOI,,GOVT DUTY,BOI Fees,,,,,,,,,,,,,,
29-Jan-2026,2126.61,1420,706.61,-12.75,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
30-Jan-2026,2427.43,1420,1007.43,300.82,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
30-Jan-2026,2377.43,1420,957.43,-50.0,Bank Transfer,Trading212,,€50 into brokerage account,Investing,,,,,,,,,,,,,,
30-Jan-2026,2371.43,1420,951.43,-6.0,Bank Transfer,BOI,,Maintaining account,BOI Fees,,,,,,,,,,,,,,
30-Jan-2026,2364.55,1420,944.55,-6.88,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
30-Jan-2026,2353.45,1420,933.45,-11.1,Card,Tesco,Tesco Superstore,"Monster, 2 Mi Wadi",Food,,,,,,,,,,,,,,
31-Jan-2026,2344.79,1420,924.79,-8.66,Card,Lidl,Lidl Kanturk,"Pepsi Max, 2 pan du choclate",Food Non-Personal,,,,,,,,,,,,,,
31-Jan-2026,2494.79,1570,924.79,150.0,Cash,Mumsie,,Cleaned mumsie's side knocktoosh,Mumsie,,,,,,,,,,,,,,
31-Jan-2026,2504.79,1580,924.79,10.0,Cash,Voodoo,Voodoo Rooms,Found money,Income,,,,,,,,,,,,,,
1-Feb-2026,2485.49,1580,905.49,-19.3,Card,Eskimo's,Eskimo Pizza (North),Pizza + 2 dips,Food,,,,,,,,,,,,,,
1-Feb-2026,2473.53,1580,893.53,-11.96,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
2-Feb-2026,2454.23,1580,874.23,-19.3,Card,Eskimo's,Eskimo Pizza (North),Pizza + 2 dips,Food,,,,,,,,,,,,,,
2-Feb-2026,2445.86,1580,865.86,-8.37,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
2-Feb-2026,2394.98,1580,814.98,-50.88,Card,Topstep,,Topstep Combine New Account,Trading,,,,,,,,,,,,,,
2-Feb-2026,2393.96,1580,813.96,-1.02,Bank Transfer,BOI,,Convertion Fee,Trading,,,,,,,,,,,,,,
3-Feb-2026,2389.36,1580,809.36,-4.6,Card,Tesco,Tesco Superstore,"Monster, 2 Mi Wadi",Food,,,,,,,,,,,,,,
3-Feb-2026,2380.6,1580,800.6,-8.76,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
4-Feb-2026,2368.64,1580,788.64,-11.96,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
4-Feb-2026,2418.64,1630,788.64,50.0,Cash,,Cornmarket Street,Found Money,Income,,,,,,,,,,,,,,
5-Feb-2026,2407.39,1630,777.39,-11.25,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
6-Feb-2026,2806.73,1630,1176.73,399.34,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
6-Feb-2026,2756.73,1630,1126.73,-50.0,Bank Transfer,Trading212,,€50 into brokerage account,Investing,,,,,,,,,,,,,,
6-Feb-2026,2721.73,1595,1126.73,-35.0,Cash,Dinos,Dinos Blackpool,"Food mostly for me, Shed court case.",Food,,,,,,,,,,,,,,
7-Feb-2026,2704.01,1595,1109.01,-17.72,Card,Lidl,Lidl Kanturk,Food for home,Food Non-Personal,,,,,,,,,,,,,,
9-Feb-2026,2700.07,1595,1105.07,-3.94,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
10-Feb-2026,2692.83,1595,1097.83,-7.24,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
10-Feb-2026,2690.38,1595,1095.38,-2.45,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
10-Feb-2026,2686.65,1595,1091.65,-3.73,Card,Mr Price,Mr Price,"Monster, tayto's",Food,,,,,,,,,,,,,,
11-Feb-2026,2677.82,1595,1082.82,-8.83,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
11-Feb-2026,2673.87,1595,1078.87,-3.95,Card,Daybreak,Daybreak,Chewing gum,Food,,,,,,,,,,,,,,
12-Feb-2026,2664.05,1595,1069.05,-9.82,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
12-Feb-2026,2662.11,1595,1067.11,-1.94,Card,Mr Price,Mr Price,Monster,Food,,,,,,,,,,,,,,
12-Feb-2026,2872.11,1595,1277.11,210.0,Bank Transfer,Revolut,,IBKR -> Revolut,Trading,,,,,,,,,,,,,,
13-Feb-2026,3227.7,1595,1632.7,355.59,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
13-Feb-2026,3177.7,1595,1582.7,-50.0,Bank Transfer,Trading212,,€50 into brokerage account,Investing,,,,,,,,,,,,,,
13-Feb-2026,3167.07,1595,1572.07,-10.63,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
13-Feb-2026,3163.14,1595,1568.14,-3.93,Card,Mr Price,Mr Price,"Monster, tayto's",Food,,,,,,,,,,,,,,
14-Feb-2026,3144.75,1595,1549.75,-18.39,Card,TradingView,,Monthly subscription,Trading,,,,,,,,,,,,,,
14-Feb-2026,3126.91,1595,1531.91,-17.84,Card,Lidl,Lidl Kanturk,Food for home,Food Non-Personal,,,,,,,,,,,,,,
16-Feb-2026,3105.21,1595,1510.21,-21.7,Card,Eskimo's,Eskimo Pizza (North),Pizza + 2 dips + Coke,Food,,,,,,,,,,,,,,
16-Feb-2026,3092.6,1595,1497.6,-12.61,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
17-Feb-2026,3072.43,1595,1477.43,-20.17,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
18-Feb-2026,3068.0,1595,1473.0,-4.43,Card,Mr Price,Mr Price,"Tayto's, monster",Food,,,,,,,,,,,,,,
18-Feb-2026,3056.29,1595,1461.29,-11.71,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
19-Feb-2026,3046.63,1595,1451.63,-9.66,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
19-Feb-2026,3021.63,1595,1426.63,-25.0,Card,City Barbers,City barbers,Haircut,Personal,,,,,,,,,,,,,,
20-Feb-2026,3413.65,1595,1818.65,392.02,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
20-Feb-2026,3363.65,1595,1768.65,-50.0,Bank Transfer,Trading212,,€50 into brokerage account,Investing,,,,,,,,,,,,,,
20-Feb-2026,3213.65,1595,1618.65,-150.0,Card,Mick Murphy,Mick Murphy Menswear,Work Shoes,Clothes,,,,,,,,,,,,,,
20-Feb-2026,3205.57,1595,1610.57,-8.08,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
20-Feb-2026,3201.84,1595,1606.84,-3.73,Card,Mr Price,Mr Price,"Tayto's, Monster",Food,,,,,,,,,,,,,,
22-Feb-2026,3182.54,1595,1587.54,-19.3,Card,Eskimo's,Eskimo Pizza (North),Pizza + 2 dips ,Food,,,,,,,,,,,,,,
22-Feb-2026,3175.45,1595,1580.45,-7.09,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
23-Feb-2026,3162.35,1595,1567.35,-13.1,Card,Tesco,Tesco Superstore,Mi Wadi * 2,Food,,,,,,,,,,,,,,
23-Feb-2026,3155.26,1595,1560.26,-7.09,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
24-Feb-2026,2994.27,1595,1399.27,-160.99,Bank Transfer,Electric Ireland,,Electricity Bill,Household,,,,,,,,,,,,,,
24-Feb-2026,2982.32,1595,1387.32,-11.95,Card,Irish Rail,Kent Station,"Going home to put in sawdust, down by train",Transport,,,,,,,,,,,,,,
25-Feb-2026,2970.95,1595,1375.95,-11.37,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
26-Feb-2026,2957.77,1595,1362.77,-13.18,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
27-Feb-2026,3210.73,1595,1615.73,252.96,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
27-Feb-2026,3160.73,1595,1565.73,-50.0,Bank Transfer,Trading212,,€50 into brokerage account,Investing,,,,,,,,,,,,,,
27-Feb-2026,3154.73,1595,1559.73,-6.0,Bank Transfer,BOI,,Maintaining account,BOI Fees,,,,,,,,,,,,,,
27-Feb-2026,3144.4,1595,1549.4,-10.33,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
28-Feb-2026,3140.71,1595,1545.71,-3.69,Card,Shop,Kent Station,Sweets,Food,,,,,,,,,,,,,,
28-Feb-2026,3128.76,1595,1533.76,-11.95,Card,Irish Rail,Kent Station,"Train ticket, Banteer",Transport,,,,,,,,,,,,,,
1-Mar-2026,3117.11,1595,1522.11,-11.65,Card,Irish Rail,Kent Station,"Train ticket, Banteer",Transport,,,,,,,,,,,,,,
2-Mar-2026,3108.73,1595,1513.73,-8.38,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
2-Mar-2026,3106.24,1595,1511.24,-2.49,Card,Costco,Costcutter,Sweets,Food,,,,,,,,,,,,,,
3-Mar-2026,3097.27,1595,1502.27,-8.97,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
2-Mar-2026,3077.02,1595,1482.02,-20.25,Card,Mc Donalds,McDonald's,Food,Food,,,,,,,,,,,,,,
23-Feb-2026,3066.24,1595,1471.24,-10.78,Card,Chemist Warhouse,Chemist Warehouse Cornmarket,"Shampoo, mouthwash",Personal,,,,,,,,,,,,,,
4-Mar-2026,3064.3,1595,1469.3,-1.94,Card,Mr Price,Mr Price,Monster,Food,,,,,,,,,,,,,,
4-Mar-2026,3052.49,1595,1457.49,-11.81,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
5-Mar-2026,3000.21,1595,1405.21,-52.28,Card,TopStep ,,Combine subscription,Trading,,,,,,,,,,,,,,
5-Mar-2026,2999.16,1595,1404.16,-1.05,Bank Transfer,BOI,,"$ -> € fee, for topstep",Trading,,,,,,,,,,,,,,
5-Mar-2026,2988.7,1595,1393.7,-10.46,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
5-Mar-2026,2986.76,1595,1391.76,-1.94,Card,Mr Price,Mr Price,Monster,Food,,,,,,,,,,,,,,
6-Mar-2026,3244.56,1595,1649.56,257.8,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
6-Mar-2026,3194.56,1595,1599.56,-50.0,Bank Transfer,Trading212,,€50 into brokerage account,Investing,,,,,,,,,,,,,,
6-Mar-2026,3192.62,1595,1597.62,-1.94,Card,Mr Price,Mr Price,Monster,Food,,,,,,,,,,,,,,
6-Mar-2026,3185.23,1595,1590.23,-7.39,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
6-Mar-2026,3165.93,1595,1570.93,-19.3,Card,Eskimo's,Eskimo Pizza (North),Pizza + 2 dips ,Food,,,,,,,,,,,,,,
7-Mar-2026,3154.28,1595,1559.28,-11.65,Card,Irish Rail,Kent Station,"Train ticket, Banteer",Transport,,,,,,,,,,,,,,
7-Mar-2026,3106.78,1595,1511.78,-47.5,Card,Lidl,Lidl Kanturk,"Soup, chowder, rolls, chicen tikka, pepsi max, club orange",Food Non-Personal,,,,,,,,,,,,,,
7-Mar-2026,3095.44,1595,1500.44,-11.34,Card,Lidl,Lidl Kanturk,Cat lick sticks * 6,Food Non-Personal,,,,,,,,,,,,,,
7-Mar-2026,3091.49,1595,1496.49,-3.95,Card,Spar,Aspel's Spar,Latte,Mumsie,,,,,,,,,,,,,,
8-Mar-2026,3089.55,1595,1494.55,-1.94,Card,Mr Price,Mr Price,Monster,Food,,,,,,,,,,,,,,
8-Mar-2026,3082.16,1595,1487.16,-7.39,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
9-Mar-2026,3074.43,1595,1479.43,-7.73,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
10-Mar-2026,3069.59,1595,1474.59,-4.84,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
10-Mar-2026,3063.09,1595,1468.09,-6.5,Card,Centra,Centra,"Sweets, choclate bar",Food,,,,,,,,,,,,,,
11-Mar-2026,3056.59,1595,1461.59,-6.5,Card,Tesco,Tesco Superstore,Mi Wadi * 2,Food,,,,,,,,,,,,,,
11-Mar-2026,3045.78,1595,1450.78,-10.81,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
11-Mar-2026,3040.2,1595,1445.2,-5.58,Card,Lidl,Lidl Cork Cornmarket,"Cookies, kinder bars",Food,,,,,,,,,,,,,,
12-Mar-2026,3032.18,1595,1437.18,-8.02,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
12-Mar-2026,3030.24,1595,1435.24,-1.94,Card,Mr Price,Mr Price,Monster,Food,,,,,,,,,,,,,,
13-Mar-2026,3238.87,1595,1643.87,208.63,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
13-Mar-2026,3224.38,1595,1629.38,-14.49,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
14-Mar-2026,3212.73,1595,1617.73,-11.65,Card,Irish Rail,Kent Station,"Train ticket, Banteer",Transport,,,,,,,,,,,,,,
14-Mar-2026,3194.34,1595,1599.34,-18.39,Card,TradingView,,Subscription,Trading,,,,,,,,,,,,,,
14-Mar-2026,2944.34,1595,1349.34,-250.0,Card,,Newmarket,Account -> Cash,Null,,,,,,,,,,,,,,
14-Mar-2026,2894.34,1595,1299.34,-50.0,Card,,Newmarket,Account -> Cash,Null,,,,,,,,,,,,,,
14-Mar-2026,3194.34,1895,1299.34,300.0,Cash,,,Money taken from account,Null,,,,,,,,,,,,,,
14-Mar-2026,1594.34,295,1299.34,-1600.0,Cash,John Guerin,Newmarket,Fixed two doors,Car Maintenance,,,,,,,,,,,,,,
15-Mar-2026,1584.13,295,1289.13,-10.21,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
16-Mar-2026,1575.41,295,1280.41,-8.72,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
17-Mar-2026,1569.71,295,1274.71,-5.7,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
18-Mar-2026,1558.19,295,1263.19,-11.52,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
19-Mar-2026,1548.72,295,1253.72,-9.47,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
20-Mar-2026,1540.0,295,1245.0,-8.72,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
20-Mar-2026,1520.7,295,1225.7,-19.3,Card,Eskimo's,Eskimo Pizza (North),Pizza + 2 dips ,Food,,,,,,,,,,,,,,
20-Mar-2026,2097.07,295,1802.07,576.37,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
20-Mar-2026,1397.07,295,1102.07,-700.0,Card,BOI,Bank of Ireland Workbench,Account -> Cash,Null,,,,,,,,,,,,,,
20-Mar-2026,2097.07,995,1102.07,700.0,Cash,,,Money taken from account,Null,,,,,,,,,,,,,,
21-Mar-2026,2085.42,995,1090.42,-11.65,Card,Irish Rail,Kent Station,"Train tciket, Banteer",Transport,,,,,,,,,,,,,,
21-Mar-2026,2235.42,1145,1090.42,150.0,Cash,Mumsie,Knockskehy,Money for working at home,Mumsie,,,,,,,,,,,,,,
22-Mar-2026,2228.03,1145,1083.03,-7.39,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
23-Mar-2026,2225.64,1145,1080.64,-2.39,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
24-Mar-2026,2215.47,1145,1070.47,-10.17,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
24-Mar-2026,2211.63,1145,1066.63,-3.84,Card,Lidl,Lidl Cork Cornmarket,Food for Denis,Denis,,,,,,,,,,,,,,
24-Mar-2026,2192.69,1145,1047.69,-18.94,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
25-Mar-2026,2189.71,1145,1044.71,-2.98,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
26-Mar-2026,1489.71,1145,344.71,-700.0,Card,BOI,Bank of Ireland Workbench,Account -> Cash,Null,,,,,,,,,,,,,,
26-Mar-2026,2189.71,1845,344.71,700.0,Cash,,,Money taken from account,Null,,,,,,,,,,,,,,
26-Mar-2026,2181.41,1845,336.41,-8.3,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
27-Mar-2026,1941.41,1845,96.41,-240.0,Card,BOI,Bank of Ireland Workbench,Account -> Cash,Null,,,,,,,,,,,,,,
27-Mar-2026,2181.41,2085,96.41,240.0,Cash,,,Money taken from account,Null,,,,,,,,,,,,,,
27-Mar-2026,2513.55,2085,428.55,332.14,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
27-Mar-2026,2504.29,2085,419.29,-9.26,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
27-Mar-2026,2454.29,2085,369.29,-50.0,Card,Mumsie,,Dogs.ie add,Mumsie,,,,,,,,,,,,,,
28-Mar-2026,2404.29,2085,319.29,-50.0,Card,Mumsie,,Dogs.ie add,Mumsie,,,,,,,,,,,,,,
28-Mar-2026,2399.42,2085,314.42,-4.87,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
29-Mar-2026,2380.12,2085,295.12,-19.3,Card,Eskimo's,Eskimo Pizza (North),Pizza + 2 dips ,Food,,,,,,,,,,,,,,
30-Mar-2026,2371.04,2085,286.04,-9.08,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
30-Mar-2026,2368.09,2085,283.09,-2.95,Card,Daybreak,Daybreak,Monster,Food,,,,,,,,,,,,,,
31-Mar-2026,2288.09,2085,203.09,-80.0,Card,BOI,Bank of Ireland Workbench,Account -> Cash,Null,,,,,,,,,,,,,,
31-Mar-2026,2368.09,2165,203.09,80.0,Cash,,,Money taken from account,Null,,,,,,,,,,,,,,
31-Mar-2026,2362.09,2165,197.09,-6.0,Bank Transfer,BOI,,Maintaining account,BOI Fees,,,,,,,,,,,,,,
31-Mar-2026,2355.85,2165,190.85,-6.24,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
31-Mar-2026,195.85,5,190.85,-2160.0,Cash,Pat Sheehan,T23 X499,Rent - 27 weeks,,,,,,,,,,,,,,,
31-Mar-2026,190.85,0,190.85,-5.0,Cash,Lidl,Lidl Cork Cornmarket,"Monster, cookies",Food,,,,,,,,,,,,,,
1-Apr-2026,180.33,0,180.33,-10.52,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
2-Apr-2026,169.31,0,169.31,-11.02,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
3-Apr-2026,158.1,0,158.1,-11.21,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
3-Apr-2026,386.99,0,386.99,228.89,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
4-Apr-2026,375.34,0,375.34,-11.65,Card,Irish Rail,Kent Station,"Train ticket, Banteer",Transport,,,,,,,,,,,,,,
4-Apr-2026,575.34,200,375.34,200.0,Cash,Mumsie,Knockskehy,Labour,Mumsie,,,,,,,,,,,,,,
5-Apr-2026,570.1,200,370.1,-5.24,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
5-Apr-2026,567.15,200,367.15,-2.95,Card,Daybreak,Daybreak,Monster,Food,,,,,,,,,,,,,,
5-Apr-2026,557.17,200,357.17,-9.98,Card,Chemist Warehouse,Chemist Warehouse Cornmarket,"Toothpaste, deodrant",Personal,,,,,,,,,,,,,,
6-Apr-2026,551.79,200,351.79,-5.38,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
6-Apr-2026,548.5,200,348.5,-3.29,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
6-Apr-2026,546.15,200,346.15,-2.35,Card,Tesco,Tesco Superstore,"Monster, 2*mi wadi",Food,,,,,,,,,,,,,,
7-Apr-2026,538.42,200,338.42,-7.73,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
7-Apr-2026,531.3,200,331.3,-7.12,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
7-Apr-2026,529.12,200,329.12,-2.18,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
8-Apr-2026,521.11,200,321.11,-8.01,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
8-Apr-2026,496.11,175,321.11,-25.0,Cash,Eskimo's,Eskimo Pizza (North),Pizza + 2 dips + Coke,Food,,,,,,,,,,,,,,
9-Apr-2026,493.93,175,318.93,-2.18,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
9-Apr-2026,486.4,175,311.4,-7.53,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
10-Apr-2026,943.06,175,768.06,456.66,Bank Transfer,Voodoo,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,
10-Apr-2026,893.06,175,718.06,-50.0,Bank Transfer,Trading212,,€50 into brokerage account,Investing,,,,,,,,,,,,,,
11-Apr-2026,890.88,175,715.88,-2.18,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
11-Apr-2026,882.06,175,707.06,-8.82,Card,Lidl,Lidl Cork Cornmarket,Food,Food,,,,,,,,,,,,,,
12-Apr-2026,870.41,175,695.41,-11.65,Card,Irish Rail,Kent Station,"Train ticket, Banteer",Transport,,,,,,,,,,,,,,
12-Apr-2026,866.72,175,691.72,-3.69,Card,Kent Station,Kent Station,Sweets,Food,,,,,,,,,,,,,,
13-Apr-2026,966.72,175,791.72,100.0,Bank Transfer,Mumsie,,Labour,Mumsie,,,,,,,,,,,,,,
13-Apr-2026,961.33,175,786.33,-5.39,Card,Lidl,Lidl Kanturk,"Cloudy apple juice, mints, chewing gum",Food,,,,,,,,,,,,,,
